CustomerID,Year,Quarter,QuarterAmount,QuarterFrequency,QuarterAvgValue,PurchaseTrend3Q,Recency,Frequency,Monetary,CustomerLifeSpan,TotalQuarters,AvgOrderValue,MonetaryPerQuarter,label
12395,2010,2,1125.4399999999996,1,1125.4399999999996,0.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2010,3,251.38000000000005,1,251.38000000000005,-1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2010,4,1351.7399999999998,3,450.5799999999999,1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2011,1,558.01,2,279.005,-1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2011,2,495.69000000000005,3,165.23000000000002,-1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2011,3,165.95,1,165.95,-1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,1
12395,2011,4,1119.06,4,279.765,1.0,14,15,5067.2699999999995,583,7,337.818,723.8957142857142,0
12396,2010,1,931.4300000000006,1,931.4300000000006,0.0,669,1,931.4300000000006,0,1,931.4300000000006,931.4300000000006,0
12397,2011,3,1214.81,1,1214.81,0.0,30,2,2409.8999999999996,100,2,1204.9499999999998,1204.9499999999998,1
12397,2011,4,1195.09,1,1195.09,-1.0,30,2,2409.8999999999996,100,2,1204.9499999999998,1204.9499999999998,0
12398,2011,4,1635.6599999999999,1,1635.6599999999999,0.0,40,1,1635.6599999999999,0,1,1635.6599999999999,1635.6599999999999,0
12399,2010,1,205.97999999999996,1,205.97999999999996,0.0,114,7,1962.3,525,6,280.3285714285714,327.05,0
12399,2010,3,333.46999999999997,1,333.46999999999997,1.0,114,7,1962.3,525,6,280.3285714285714,327.05,1
12399,2010,4,314.2,1,314.2,-1.0,114,7,1962.3,525,6,280.3285714285714,327.05,1
12399,2011,1,288.05,1,288.05,-1.0,114,7,1962.3,525,6,280.3285714285714,327.05,1
12399,2011,2,610.98,2,305.49,1.0,114,7,1962.3,525,6,280.3285714285714,327.05,1
12399,2011,3,209.62000000000003,1,209.62000000000003,-1.0,114,7,1962.3,525,6,280.3285714285714,327.05,0
12400,2010,4,205.25,1,205.25,0.0,409,1,205.25,0,1,205.25,205.25,0
12401,2011,1,84.3,1,84.3,0.0,298,1,84.3,0,1,84.3,84.3,0
12402,2010,1,191.7,1,191.7,0.0,318,6,1256.8999999999999,347,5,209.48333333333332,251.37999999999997,1
12402,2010,2,313.65000000000003,1,313.65000000000003,1.0,318,6,1256.8999999999999,347,5,209.48333333333332,251.37999999999997,1
12402,2010,3,370.30000000000007,2,185.15000000000003,1.0,318,6,1256.8999999999999,347,5,209.48333333333332,251.37999999999997,1
12402,2010,4,155.65,1,155.65,-1.0,318,6,1256.8999999999999,347,5,209.48333333333332,251.37999999999997,1
12402,2011,1,225.6,1,225.6,1.0,318,6,1256.8999999999999,347,5,209.48333333333332,251.37999999999997,0
12403,2010,3,591.6600000000001,1,591.6600000000001,0.0,44,2,1019.3600000000001,472,2,509.68000000000006,509.68000000000006,0
12403,2011,4,427.7,1,427.7,-1.0,44,2,1019.3600000000001,472,2,509.68000000000006,509.68000000000006,0
12404,2010,1,63.24,1,63.24,0.0,677,1,63.24,0,1,63.24,63.24,0
12405,2011,3,1710.3900000000006,1,1710.3900000000006,0.0,143,1,1710.3900000000006,0,1,1710.3900000000006,1710.3900000000006,0
12406,2010,1,881.2000000000003,1,881.2000000000003,0.0,17,5,6390.360000000001,675,5,1278.0720000000001,1278.0720000000001,1
12406,2010,2,748.0,1,748.0,-1.0,17,5,6390.360000000001,675,5,1278.0720000000001,1278.0720000000001,0
12406,2010,4,1345.8600000000001,1,1345.8600000000001,1.0,17,5,6390.360000000001,675,5,1278.0720000000001,1278.0720000000001,0
12406,2011,2,1621.25,1,1621.25,1.0,17,5,6390.360000000001,675,5,1278.0720000000001,1278.0720000000001,0
12406,2011,4,1794.0500000000004,1,1794.0500000000004,1.0,17,5,6390.360000000001,675,5,1278.0720000000001,1278.0720000000001,0
12407,2011,1,226.29999999999998,1,226.29999999999998,0.0,44,5,1708.12,215,4,341.62399999999997,427.03,1
12407,2011,2,269.65999999999997,1,269.65999999999997,1.0,44,5,1708.12,215,4,341.62399999999997,427.03,1
12407,2011,3,911.4000000000001,2,455.70000000000005,1.0,44,5,1708.12,215,4,341.62399999999997,427.03,1
12407,2011,4,300.76,1,300.76,-1.0,44,5,1708.12,215,4,341.62399999999997,427.03,0
12408,2010,3,509.16,2,254.58,0.0,27,8,4340.77,466,6,542.59625,723.4616666666667,1
12408,2010,4,943.06,1,943.06,1.0,27,8,4340.77,466,6,542.59625,723.4616666666667,1
12408,2011,1,837.5900000000001,2,418.7950000000001,-1.0,27,8,4340.77,466,6,542.59625,723.4616666666667,1
12408,2011,2,654.1800000000002,1,654.1800000000002,-1.0,27,8,4340.77,466,6,542.59625,723.4616666666667,1
12408,2011,3,642.28,1,642.28,-1.0,27,8,4340.77,466,6,542.59625,723.4616666666667,1
12408,2011,4,754.5000000000001,1,754.5000000000001,1.0,27,8,4340.77,466,6,542.59625,723.4616666666667,0
12409,2010,2,7013.68,2,3506.84,0.0,73,7,23419.29,487,5,3345.612857142857,4683.858,1
12409,2010,3,101.88,1,101.88,-1.0,73,7,23419.29,487,5,3345.612857142857,4683.858,1
12409,2010,4,5231.06,1,5231.06,1.0,73,7,23419.29,487,5,3345.612857142857,4683.858,0
12409,2011,2,6207.079999999999,1,6207.079999999999,1.0,73,7,23419.29,487,5,3345.612857142857,4683.858,1
12409,2011,3,4865.590000000001,2,2432.7950000000005,-1.0,73,7,23419.29,487,5,3345.612857142857,4683.858,0
12410,2010,3,320.38,1,320.38,0.0,303,3,1013.7099999999999,194,2,337.9033333333333,506.85499999999996,0
12410,2011,1,693.3299999999999,2,346.66499999999996,1.0,303,3,1013.7099999999999,194,2,337.9033333333333,506.85499999999996,0
12411,2010,4,346.9,1,346.9,0.0,404,1,346.9,0,1,346.9,346.9,0
12412,2010,2,670.88,1,670.88,0.0,69,6,2596.93,465,5,432.82166666666666,519.386,1
12412,2010,3,505.90999999999997,1,505.90999999999997,-1.0,69,6,2596.93,465,5,432.82166666666666,519.386,1
12412,2010,4,193.26,1,193.26,-1.0,69,6,2596.93,465,5,432.82166666666666,519.386,0
12412,2011,2,514.5,1,514.5,1.0,69,6,2596.93,465,5,432.82166666666666,519.386,1
12412,2011,3,712.38,2,356.19,1.0,69,6,2596.93,465,5,432.82166666666666,519.386,0
12413,2010,4,241.34999999999997,1,241.34999999999997,0.0,61,4,999.45,336,4,249.8625,249.8625,1
12413,2011,1,479.25000000000006,1,479.25000000000006,1.0,61,4,999.45,336,4,249.8625,249.8625,1
12413,2011,2,84.65,1,84.65,-1.0,61,4,999.45,336,4,249.8625,249.8625,0
12413,2011,4,194.2,1,194.2,1.0,61,4,999.45,336,4,249.8625,249.8625,0
12414,2010,3,390.0,3,130.0,0.0,212,6,952.4100000000001,246,3,158.735,317.47,0
12414,2011,1,153.76,1,153.76,-1.0,212,6,952.4100000000001,246,3,158.735,317.47,1
12414,2011,2,408.65000000000003,2,204.32500000000002,1.0,212,6,952.4100000000001,246,3,158.735,317.47,0
12415,2010,2,2326.7399999999993,1,2326.7399999999993,0.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2010,3,391.23999999999995,2,195.61999999999998,-1.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2010,4,16825.859999999997,4,4206.464999999999,1.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2011,1,37842.73999999999,4,9460.684999999998,1.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2011,2,36467.970000000016,5,7293.594000000003,-1.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2011,3,27777.169999999995,6,4629.528333333333,-1.0,19,28,144458.37,503,7,5159.2275,20636.91,1
12415,2011,4,22826.65,6,3804.441666666667,-1.0,19,28,144458.37,503,7,5159.2275,20636.91,0
12416,2010,1,202.56,1,202.56,0.0,651,1,202.56,0,1,202.56,202.56,0
12417,2009,4,317.6,2,158.8,0.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2010,1,902.5899999999999,2,451.29499999999996,1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2010,2,592.01,2,296.005,-1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2010,3,469.35,2,234.675,-1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2010,4,1177.6,4,294.4,1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2011,1,733.4399999999999,2,366.71999999999997,-1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2011,2,873.49,2,436.745,1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2011,3,918.25,2,459.125,1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,1
12417,2011,4,462.84999999999997,1,462.84999999999997,-1.0,34,19,6447.18,694,9,339.32526315789477,716.3533333333334,0
12418,2010,1,343.9400000000001,1,343.9400000000001,0.0,107,4,2021.2,518,4,505.3,505.3,1
12418,2010,2,535.37,1,535.37,1.0,107,4,2021.2,518,4,505.3,505.3,0
12418,2010,4,473.31000000000006,1,473.31000000000006,-1.0,107,4,2021.2,518,4,505.3,505.3,0
12418,2011,3,668.5799999999997,1,668.5799999999997,1.0,107,4,2021.2,518,4,505.3,505.3,0
12419,2010,4,503.01,2,251.505,0.0,380,2,503.01,28,1,251.505,503.01,0
12420,2011,4,600.3900000000001,1,600.3900000000001,0.0,58,1,600.3900000000001,0,1,600.3900000000001,600.3900000000001,0
12421,2010,3,77.8,1,77.8,0.0,10,6,1098.6,490,6,183.1,183.1,1
12421,2010,4,213.76000000000002,1,213.76000000000002,1.0,10,6,1098.6,490,6,183.1,183.1,1
12421,2011,1,157.45000000000002,1,157.45000000000002,-1.0,10,6,1098.6,490,6,183.1,183.1,1
12421,2011,2,239.35000000000005,1,239.35000000000005,1.0,10,6,1098.6,490,6,183.1,183.1,1
12421,2011,3,231.76,1,231.76,-1.0,10,6,1098.6,490,6,183.1,183.1,1
12421,2011,4,178.48,1,178.48,-1.0,10,6,1098.6,490,6,183.1,183.1,0
12422,2009,4,75.0,1,75.0,0.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2010,1,662.25,1,662.25,1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2010,2,1939.09,5,387.818,1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2010,3,680.4000000000001,4,170.10000000000002,-1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2010,4,1071.5,3,357.1666666666667,1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2011,1,238.5,1,238.5,-1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2011,2,417.36,1,417.36,1.0,90,17,5231.8,626,8,307.7529411764706,653.975,1
12422,2011,3,147.7,1,147.7,-1.0,90,17,5231.8,626,8,307.7529411764706,653.975,0
12423,2010,3,298.79999999999995,1,298.79999999999995,0.0,95,9,2413.7500000000005,365,5,268.1944444444445,482.7500000000001,1
12423,2010,4,702.21,2,351.105,1.0,95,9,2413.7500000000005,365,5,268.1944444444445,482.7500000000001,1
12423,2011,1,539.6600000000001,2,269.83000000000004,-1.0,95,9,2413.7500000000005,365,5,268.1944444444445,482.7500000000001,1
12423,2011,2,674.1000000000001,3,224.70000000000005,1.0,95,9,2413.7500000000005,365,5,268.1944444444445,482.7500000000001,1
12423,2011,3,198.98000000000002,1,198.98000000000002,-1.0,95,9,2413.7500000000005,365,5,268.1944444444445,482.7500000000001,0
12424,2010,2,446.53999999999996,1,446.53999999999996,0.0,157,4,3340.0300000000007,386,3,835.0075000000002,1113.3433333333335,0
12424,2010,4,1132.5300000000007,1,1132.5300000000007,1.0,157,4,3340.0300000000007,386,3,835.0075000000002,1113.3433333333335,0
12424,2011,2,1760.9600000000003,2,880.4800000000001,1.0,157,4,3340.0300000000007,386,3,835.0075000000002,1113.3433333333335,0
12425,2010,3,964.2100000000002,1,964.2100000000002,0.0,73,2,1741.41,370,2,870.705,870.705,0
12425,2011,3,777.1999999999999,1,777.1999999999999,-1.0,73,2,1741.41,370,2,870.705,870.705,0
12426,2010,1,762.4800000000002,1,762.4800000000002,0.0,189,2,1345.21,468,2,672.605,672.605,0
